topology,glob_feat0,Index,rigid_ratio,polar_ratio,SMILES0,SMILES1,SMILES2,SMILES3,SMILES4,SMILES5,SMILES6,SMILES7,seg0_feat0,seg1_feat0,seg2_feat0,seg3_feat0,seg4_feat0,seg5_feat0,seg6_feat0,seg7_feat0,chain_node_seg_id,chain_edges,chain_node_types,chem_profile_id,mix_mode,density,Rg,D,S_q_peak,nematic_order,dielectric_constant,refractive_index,fold
star,300,14,0.0,1.0,*CCOC,*CCOCC*,*CCOC(=O)C(C*)CO*,,,,,,3,66.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [23, 47], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39], [39, 40], [40, 41], [41, 42], [42, 43], [43, 44], [44, 45], [45, 46], [47, 48], [48, 49], [49, 50], [50, 51], [51, 52], [52, 53], [53, 54], [54, 55], [55, 56], [56, 57], [57, 58], [58, 59], [59, 60], [60, 61], [61, 62], [62, 63], [63, 64], [64, 65], [65, 66], [66, 67], [67, 68], [68, 69]]","{""0"": ""deg1_methoxyethyl_cap"", ""1"": ""deg2_ether"", ""2"": ""deg2_ether"", ""3"": ""deg2_ether"", ""4"": ""deg2_ether"", ""5"": ""deg2_ether"", ""6"": ""deg2_ether"", ""7"": ""deg2_ether"", ""8"": ""deg2_ether"", ""9"": ""deg2_ether"", ""10"": ""deg2_ether"", ""11"": ""deg2_ether"", ""12"": ""deg2_ether"", ""13"": ""deg2_ether"", ""14"": ""deg2_ether"", ""15"": ""deg2_ether"", ""16"": ""deg2_ether"", ""17"": ""deg2_ether"", ""18"": ""deg2_ether"", ""19"": ""deg2_ether"", ""20"": ""deg2_ether"", ""21"": ""deg2_ether"", ""22"": ""deg2_ether"", ""23"": ""deg3_ester_junction"", ""24"": ""deg2_ether"", ""25"": ""deg2_ether"", ""26"": ""deg2_ether"", ""27"": ""deg2_ether"", ""28"": ""deg2_ether"", ""29"": ""deg2_ether"", ""30"": ""deg2_ether"", ""31"": ""deg2_ether"", ""32"": ""deg2_ether"", ""33"": ""deg2_ether"", ""34"": ""deg2_ether"", ""35"": ""deg2_ether"", ""36"": ""deg2_ether"", ""37"": ""deg2_ether"", ""38"": ""deg2_ether"", ""39"": ""deg2_ether"", ""40"": ""deg2_ether"", ""41"": ""deg2_ether"", ""42"": ""deg2_ether"", ""43"": ""deg2_ether"", ""44"": ""deg2_ether"", ""45"": ""deg2_ether"", ""46"": ""deg1_methoxyethyl_cap"", ""47"": ""deg2_ether"", ""48"": ""deg2_ether"", ""49"": ""deg2_ether"", ""50"": ""deg2_ether"", ""51"": ""deg2_ether"", ""52"": ""deg2_ether"", ""53"": ""deg2_ether"", ""54"": ""deg2_ether"", ""55"": ""deg2_ether"", ""56"": ""deg2_ether"", ""57"": ""deg2_ether"", ""58"": ""deg2_ether"", ""59"": ""deg2_ether"", ""60"": ""deg2_ether"", ""61"": ""deg2_ether"", ""62"": ""deg2_ether"", ""63"": ""deg2_ether"", ""64"": ""deg2_ether"", ""65"": ""deg2_ether"", ""66"": ""deg2_ether"", ""67"": ""deg2_ether"", ""68"": ""deg2_ether"", ""69"": ""deg1_methoxyethyl_cap""}",2.0,block,0.961032263,18.25001311,8.52e-12,3.211290908,0.2243424697198691,4.039507164,1.3268476632051385,2
cyclic,300,7,0.0,0.0,*CCOCC*,,,,,,,,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 1], [0, 69], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39], [39, 40], [40, 41], [41, 42], [42, 43], [43, 44], [44, 45], [45, 46], [46, 47], [47, 48], [48, 49], [49, 50], [50, 51], [51, 52], [52, 53], [53, 54], [54, 55], [55, 56], [56, 57], [57, 58], [58, 59], [59, 60], [60, 61], [61, 62], [62, 63], [63, 64], [64, 65], [65, 66], [66, 67], [67, 68], [68, 69]]","{""0"": ""deg2_ether"", ""1"": ""deg2_ether"", ""2"": ""deg2_ether"", ""3"": ""deg2_ether"", ""4"": ""deg2_ether"", ""5"": ""deg2_ether"", ""6"": ""deg2_ether"", ""7"": ""deg2_ether"", ""8"": ""deg2_ether"", ""9"": ""deg2_ether"", ""10"": ""deg2_ether"", ""11"": ""deg2_ether"", ""12"": ""deg2_ether"", ""13"": ""deg2_ether"", ""14"": ""deg2_ether"", ""15"": ""deg2_ether"", ""16"": ""deg2_ether"", ""17"": ""deg2_ether"", ""18"": ""deg2_ether"", ""19"": ""deg2_ether"", ""20"": ""deg2_ether"", ""21"": ""deg2_ether"", ""22"": ""deg2_ether"", ""23"": ""deg2_ether"", ""24"": ""deg2_ether"", ""25"": ""deg2_ether"", ""26"": ""deg2_ether"", ""27"": ""deg2_ether"", ""28"": ""deg2_ether"", ""29"": ""deg2_ether"", ""30"": ""deg2_ether"", ""31"": ""deg2_ether"", ""32"": ""deg2_ether"", ""33"": ""deg2_ether"", ""34"": ""deg2_ether"", ""35"": ""deg2_ether"", ""36"": ""deg2_ether"", ""37"": ""deg2_ether"", ""38"": ""deg2_ether"", ""39"": ""deg2_ether"", ""40"": ""deg2_ether"", ""41"": ""deg2_ether"", ""42"": ""deg2_ether"", ""43"": ""deg2_ether"", ""44"": ""deg2_ether"", ""45"": ""deg2_ether"", ""46"": ""deg2_ether"", ""47"": ""deg2_ether"", ""48"": ""deg2_ether"", ""49"": ""deg2_ether"", ""50"": ""deg2_ether"", ""51"": ""deg2_ether"", ""52"": ""deg2_ether"", ""53"": ""deg2_ether"", ""54"": ""deg2_ether"", ""55"": ""deg2_ether"", ""56"": ""deg2_ether"", ""57"": ""deg2_ether"", ""58"": ""deg2_ether"", ""59"": ""deg2_ether"", ""60"": ""deg2_ether"", ""61"": ""deg2_ether"", ""62"": ""deg2_ether"", ""63"": ""deg2_ether"", ""64"": ""deg2_ether"", ""65"": ""deg2_ether"", ""66"": ""deg2_ether"", ""67"": ""deg2_ether"", ""68"": ""deg2_ether"", ""69"": ""deg2_ether""}",2.0,block,0.95903565,14.37600104,8.65e-12,3.314843325,0.2423133372857921,3.706984445,1.327546101426374,3
linear,300,3,0.0,1.0,*CC#N,*CCOCC*,,,,,,,2,68.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39], [39, 40], [40, 41], [41, 42], [42, 43], [43, 44], [44, 45], [45, 46], [46, 47], [47, 48], [48, 49], [49, 50], [50, 51], [51, 52], [52, 53], [53, 54], [54, 55], [55, 56], [56, 57], [57, 58], [58, 59], [59, 60], [60, 61], [61, 62], [62, 63], [63, 64], [64, 65], [65, 66], [66, 67], [67, 68], [68, 69]]","{""0"": ""deg1_cyanoethyl_cap"", ""1"": ""deg2_ether"", ""2"": ""deg2_ether"", ""3"": ""deg2_ether"", ""4"": ""deg2_ether"", ""5"": ""deg2_ether"", ""6"": ""deg2_ether"", ""7"": ""deg2_ether"", ""8"": ""deg2_ether"", ""9"": ""deg2_ether"", ""10"": ""deg2_ether"", ""11"": ""deg2_ether"", ""12"": ""deg2_ether"", ""13"": ""deg2_ether"", ""14"": ""deg2_ether"", ""15"": ""deg2_ether"", ""16"": ""deg2_ether"", ""17"": ""deg2_ether"", ""18"": ""deg2_ether"", ""19"": ""deg2_ether"", ""20"": ""deg2_ether"", ""21"": ""deg2_ether"", ""22"": ""deg2_ether"", ""23"": ""deg2_ether"", ""24"": ""deg2_ether"", ""25"": ""deg2_ether"", ""26"": ""deg2_ether"", ""27"": ""deg2_ether"", ""28"": ""deg2_ether"", ""29"": ""deg2_ether"", ""30"": ""deg2_ether"", ""31"": ""deg2_ether"", ""32"": ""deg2_ether"", ""33"": ""deg2_ether"", ""34"": ""deg2_ether"", ""35"": ""deg2_ether"", ""36"": ""deg2_ether"", ""37"": ""deg2_ether"", ""38"": ""deg2_ether"", ""39"": ""deg2_ether"", ""40"": ""deg2_ether"", ""41"": ""deg2_ether"", ""42"": ""deg2_ether"", ""43"": ""deg2_ether"", ""44"": ""deg2_ether"", ""45"": ""deg2_ether"", ""46"": ""deg2_ether"", ""47"": ""deg2_ether"", ""48"": ""deg2_ether"", ""49"": ""deg2_ether"", ""50"": ""deg2_ether"", ""51"": ""deg2_ether"", ""52"": ""deg2_ether"", ""53"": ""deg2_ether"", ""54"": ""deg2_ether"", ""55"": ""deg2_ether"", ""56"": ""deg2_ether"", ""57"": ""deg2_ether"", ""58"": ""deg2_ether"", ""59"": ""deg2_ether"", ""60"": ""deg2_ether"", ""61"": ""deg2_ether"", ""62"": ""deg2_ether"", ""63"": ""deg2_ether"", ""64"": ""deg2_ether"", ""65"": ""deg2_ether"", ""66"": ""deg2_ether"", ""67"": ""deg2_ether"", ""68"": ""deg2_ether"", ""69"": ""deg1_cyanoethyl_cap""}",1.0,block,0.956609635,19.32939936,9.73e-12,3.39361211,0.1713673574459376,4.747729335,1.325669483277606,4
star,300,14,1.0,1.0,*CCOC,*CCOCC*,*Cc1ncc(C*)cc1C*,,,,,,3,66.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [23, 47], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39], [39, 40], [40, 41], [41, 42], [42, 43], [43, 44], [44, 45], [45, 46], [47, 48], [48, 49], [49, 50], [50, 51], [51, 52], [52, 53], [53, 54], [54, 55], [55, 56], [56, 57], [57, 58], [58, 59], [59, 60], [60, 61], [61, 62], [62, 63], [63, 64], [64, 65], [65, 66], [66, 67], [67, 68], [68, 69]]","{""0"": ""deg1_methoxyethyl_cap"", ""1"": ""deg2_ether"", ""2"": ""deg2_ether"", ""3"": ""deg2_ether"", ""4"": ""deg2_ether"", ""5"": ""deg2_ether"", ""6"": ""deg2_ether"", ""7"": ""deg2_ether"", ""8"": ""deg2_ether"", ""9"": ""deg2_ether"", ""10"": ""deg2_ether"", ""11"": ""deg2_ether"", ""12"": ""deg2_ether"", ""13"": ""deg2_ether"", ""14"": ""deg2_ether"", ""15"": ""deg2_ether"", ""16"": ""deg2_ether"", ""17"": ""deg2_ether"", ""18"": ""deg2_ether"", ""19"": ""deg2_ether"", ""20"": ""deg2_ether"", ""21"": ""deg2_ether"", ""22"": ""deg2_ether"", ""23"": ""deg3_pyridyl_spacer"", ""24"": ""deg2_ether"", ""25"": ""deg2_ether"", ""26"": ""deg2_ether"", ""27"": ""deg2_ether"", ""28"": ""deg2_ether"", ""29"": ""deg2_ether"", ""30"": ""deg2_ether"", ""31"": ""deg2_ether"", ""32"": ""deg2_ether"", ""33"": ""deg2_ether"", ""34"": ""deg2_ether"", ""35"": ""deg2_ether"", ""36"": ""deg2_ether"", ""37"": ""deg2_ether"", ""38"": ""deg2_ether"", ""39"": ""deg2_ether"", ""40"": ""deg2_ether"", ""41"": ""deg2_ether"", ""42"": ""deg2_ether"", ""43"": ""deg2_ether"", ""44"": ""deg2_ether"", ""45"": ""deg2_ether"", ""46"": ""deg1_methoxyethyl_cap"", ""47"": ""deg2_ether"", ""48"": ""deg2_ether"", ""49"": ""deg2_ether"", ""50"": ""deg2_ether"", ""51"": ""deg2_ether"", ""52"": ""deg2_ether"", ""53"": ""deg2_ether"", ""54"": ""deg2_ether"", ""55"": ""deg2_ether"", ""56"": ""deg2_ether"", ""57"": ""deg2_ether"", ""58"": ""deg2_ether"", ""59"": ""deg2_ether"", ""60"": ""deg2_ether"", ""61"": ""deg2_ether"", ""62"": ""deg2_ether"", ""63"": ""deg2_ether"", ""64"": ""deg2_ether"", ""65"": ""deg2_ether"", ""66"": ""deg2_ether"", ""67"": ""deg2_ether"", ""68"": ""deg2_ether"", ""69"": ""deg1_methoxyethyl_cap""}",0.0,alternating,0.960053523,18.57578768,1.01e-11,2.945062009,0.292305032563739,3.317412047,1.3293830226693848,4
branch,600,213,1.0,,*c1ccc(cc1),*c1ccc(cc1)*,*c1c(*)cc(*)c(*)c1,*c1cc(*)cc(*)c1,,,,,35,15.0,12.0,9.0,,,,,"[0, 1, 1, 2, 0, 2, 1, 0, 3, 0, 0, 2, 1, 2, 0, 1, 0, 3, 0, 0, 3, 0, 1, 0, 2, 0, 0, 3, 0, 1, 0, 2, 1, 1, 0, 2, 0, 0, 3, 0, 0, 2, 1, 3, 0, 2, 0, 1, 0, 2, 0, 0, 0, 2, 1, 0, 1, 0, 3, 0, 1, 0, 2, 0, 3, 0, 0, 3, 0, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 5], [3, 31], [5, 6], [5, 8], [5, 11], [6, 7], [8, 9], [8, 10], [11, 12], [11, 20], [11, 24], [12, 13], [13, 14], [13, 15], [13, 17], [15, 16], [17, 18], [17, 19], [20, 21], [20, 22], [22, 23], [24, 25], [24, 26], [24, 27], [27, 28], [27, 29], [29, 30], [31, 32], [31, 35], [31, 41], [32, 33], [33, 34], [35, 36], [35, 37], [35, 38], [38, 39], [38, 40], [41, 42], [41, 53], [41, 62], [42, 43], [43, 44], [43, 45], [45, 46], [45, 47], [45, 49], [47, 48], [49, 50], [49, 51], [49, 52], [53, 54], [53, 56], [53, 58], [54, 55], [56, 57], [58, 59], [58, 60], [60, 61], [62, 63], [62, 64], [62, 67], [64, 65], [64, 66], [67, 68], [67, 69], [69, 70]]",,,random,0.954411,11.316118905472637,2.6270805061564388e-12,2.028418818519872,0.1945766376246247,1.1190820967544173,1.3750385813242043,1
branch,600,256,0.75,,*c1ccc(cc1),*c1ccc(cc1)*,*CC*,*c1c(*)cc(*)c(*)c1,C(C*)(C*)(C*)C*,*CC,*c1cc(*)cc(*)c1,C(C*)(C*)C*,22,10.0,1.0,7.0,4.0,8.0,5.0,1.0,"[0, 1, 2, 3, 0, 0, 4, 5, 1, 6, 1, 0, 3, 5, 0, 1, 5, 4, 6, 0, 4, 1, 0, 3, 0, 0, 0, 3, 0, 6, 5, 0, 7, 0, 0, 3, 5, 1, 1, 0, 6, 5, 1, 0, 4, 0, 6, 0, 1, 0, 3, 5, 5, 3, 0, 0, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 5], [3, 6], [6, 7], [6, 8], [6, 17], [8, 9], [9, 10], [9, 12], [10, 11], [12, 13], [12, 14], [12, 15], [15, 16], [17, 18], [17, 35], [17, 44], [18, 19], [18, 20], [20, 21], [20, 23], [20, 27], [21, 22], [23, 24], [23, 25], [23, 26], [27, 28], [27, 29], [27, 32], [29, 30], [29, 31], [32, 33], [32, 34], [35, 36], [35, 37], [35, 40], [37, 38], [38, 39], [40, 41], [40, 42], [42, 43], [44, 45], [44, 46], [44, 50], [46, 47], [46, 48], [48, 49], [50, 51], [50, 52], [50, 53], [53, 54], [53, 55], [53, 56], [56, 57]]",,,random,0.91025,10.422973631840796,8.425420342216605e-12,2.396078538146832,0.1955112165654098,1.098501736518141,1.3532106770201806,0
cyclic,600,63,0.75,,*CC*,*c1ccc(cc1)*,,,,,,,6,16.0,,,,,,,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1]","[[0, 1], [0, 21], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21]]",,,random,1.01854,11.733475621890548,1.983087108051082e-11,4.489747498913331,0.7019602962321738,1.0624518205947326,1.3922653694682985,2
branch,600,205,0.75,,*c1ccc(cc1),*c1ccc(cc1)*,*CC*,*c1c(*)cc(*)c(*)c1,*CC,*c1cc(*)cc(*)c1,C(C*)(C*)C*,,15,18.0,2.0,8.0,9.0,3.0,3.0,,"[0, 1, 1, 1, 2, 3, 1, 1, 0, 1, 1, 0, 3, 0, 1, 4, 5, 1, 1, 4, 3, 1, 1, 0, 5, 0, 0, 3, 1, 0, 3, 0, 4, 0, 3, 5, 4, 0, 6, 4, 4, 3, 1, 4, 1, 0, 6, 4, 3, 0, 2, 1, 4, 6, 1, 0, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [5, 9], [5, 12], [6, 7], [7, 8], [9, 10], [10, 11], [12, 13], [12, 14], [12, 16], [14, 15], [16, 17], [16, 20], [17, 18], [18, 19], [20, 21], [20, 24], [20, 27], [21, 22], [22, 23], [24, 25], [24, 26], [27, 28], [27, 30], [27, 34], [28, 29], [30, 31], [30, 32], [30, 33], [34, 35], [34, 38], [34, 41], [35, 36], [35, 37], [38, 39], [38, 40], [41, 42], [41, 44], [41, 46], [42, 43], [44, 45], [46, 47], [46, 48], [48, 49], [48, 50], [48, 53], [50, 51], [51, 52], [53, 54], [53, 56], [54, 55], [56, 57]]",,,random,0.918448,11.378058208955224,1.832593163557616e-11,2.6056750642681297,0.3545595977891429,1.137850050483317,1.3540569877302415,0
branch,600,270,0.5,,*CC,*c1ccc(cc1)*,*c1cc(*)cc(*)c1,C(C*)(C*)C*,*c1ccc(cc1),C(C*)(C*)(C*)C*,*c1c(*)cc(*)c(*)c1,*CC*,23,12.0,8.0,4.0,9.0,4.0,5.0,4.0,"[0, 1, 1, 1, 1, 1, 2, 1, 2, 0, 3, 4, 0, 5, 0, 2, 4, 5, 3, 0, 1, 1, 1, 0, 6, 0, 0, 0, 6, 6, 0, 4, 3, 0, 0, 6, 4, 2, 0, 4, 2, 0, 7, 0, 5, 7, 2, 0, 4, 1, 2, 0, 2, 4, 0, 5, 4, 0, 3, 7, 0, 1, 7, 4, 6, 0, 0, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [6, 13], [7, 8], [8, 9], [8, 10], [10, 11], [10, 12], [13, 14], [13, 15], [13, 64], [15, 16], [15, 17], [17, 18], [17, 24], [17, 28], [18, 19], [18, 20], [20, 21], [21, 22], [22, 23], [24, 25], [24, 26], [24, 27], [28, 29], [28, 35], [28, 44], [29, 30], [29, 31], [29, 32], [32, 33], [32, 34], [35, 36], [35, 37], [35, 40], [37, 38], [37, 39], [40, 41], [40, 42], [42, 43], [44, 45], [44, 49], [44, 55], [45, 46], [46, 47], [46, 48], [49, 50], [50, 51], [50, 52], [52, 53], [52, 54], [55, 56], [55, 57], [55, 58], [58, 59], [58, 61], [59, 60], [61, 62], [62, 63], [64, 65], [64, 66], [64, 67], [67, 68]]",,,random,0.837279,11.87909552238806,2.5289811144136947e-11,2.493956596012647,0.1614280291710713,1.1612674926317428,1.3137606873777088,0
branch,600,212,1.0,,*c1ccc(cc1),*c1ccc(cc1)*,*c1c(*)cc(*)c(*)c1,*c1cc(*)cc(*)c1,,,,,18,12.0,5.0,6.0,,,,,"[0, 1, 1, 2, 0, 1, 1, 1, 3, 0, 1, 0, 1, 2, 1, 1, 0, 3, 0, 2, 0, 3, 0, 0, 2, 0, 0, 3, 0, 0, 2, 0, 1, 1, 3, 0, 0, 3, 0, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 5], [3, 12], [5, 6], [6, 7], [7, 8], [8, 9], [8, 10], [10, 11], [12, 13], [13, 14], [13, 17], [13, 30], [14, 15], [15, 16], [17, 18], [17, 19], [19, 20], [19, 21], [19, 24], [21, 22], [21, 23], [24, 25], [24, 26], [24, 27], [27, 28], [27, 29], [30, 31], [30, 32], [30, 37], [32, 33], [33, 34], [34, 35], [34, 36], [37, 38], [37, 39], [39, 40]]",,,random,0.945571,11.807700497512435,3.086887564035766e-11,2.323012677526416,0.2467383353063153,1.1245499337680538,1.371827514633907,0
branch,600,252,1.0,,*c1ccc(cc1),*c1ccc(cc1)*,*c1c(*)cc(*)c(*)c1,*c1cc(*)cc(*)c1,,,,,32,21.0,11.0,8.0,,,,,"[0, 1, 1, 1, 2, 0, 0, 2, 3, 0, 1, 0, 2, 1, 1, 0, 3, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 2, 3, 0, 1, 0, 2, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 3, 1, 0, 3, 0, 1, 0, 2, 1, 0, 1, 1, 0, 3, 1, 1, 0, 2, 0, 0, 3, 0, 3, 0, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [4, 6], [4, 7], [7, 8], [7, 12], [7, 31], [8, 9], [8, 10], [10, 11], [12, 13], [12, 16], [12, 25], [13, 14], [14, 15], [16, 17], [16, 21], [17, 18], [17, 19], [17, 20], [21, 22], [21, 23], [21, 24], [25, 26], [25, 27], [25, 28], [28, 29], [29, 30], [31, 32], [31, 36], [31, 42], [32, 33], [32, 34], [34, 35], [36, 37], [36, 38], [36, 40], [38, 39], [40, 41], [42, 43], [42, 46], [42, 54], [43, 44], [44, 45], [46, 47], [47, 48], [47, 50], [48, 49], [50, 51], [50, 52], [52, 53], [54, 55], [54, 57], [54, 60], [55, 56], [57, 58], [58, 59], [60, 61], [60, 64], [61, 62], [62, 63], [64, 65], [64, 66], [64, 67], [67, 68], [67, 69], [69, 70], [69, 71]]",,,random,0.957872,11.366348756218905,4.5595655039478076e-11,2.4733903687819474,0.32055400512455,1.1281492305680365,1.3765490722877332,3
branch,600,246,0.5,,*CC,*c1ccc(cc1)*,*c1c(*)cc(*)c(*)c1,C(C*)(C*)(C*)C*,*CC*,*c1cc(*)cc(*)c1,*c1ccc(cc1),C(C*)(C*)C*,10,6.0,1.0,2.0,1.0,4.0,3.0,1.0,"[0, 1, 1, 2, 1, 1, 3, 0, 0, 3, 4, 0, 1, 5, 6, 1, 6, 7, 0, 5, 0, 0, 5, 0, 6, 5, 0, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 22], [3, 25], [4, 5], [5, 6], [6, 7], [6, 8], [6, 9], [9, 10], [9, 12], [9, 17], [10, 11], [12, 13], [13, 14], [13, 15], [15, 16], [17, 18], [17, 19], [19, 20], [19, 21], [22, 23], [22, 24], [25, 26], [25, 27]]",,,random,0.816995,9.934049701492537,5.2444266858647186e-11,2.803057056951974,0.1371387795572639,1.3312426668927078,1.3072316062950555,1
branch,600,267,0.75,,*CC,*c1ccc(cc1)*,C(C*)(C*)C*,*c1c(*)cc(*)c(*)c1,*c1ccc(cc1),*CC*,*c1cc(*)cc(*)c1,C(C*)(C*)(C*)C*,11,12.0,1.0,8.0,18.0,3.0,8.0,1.0,"[0, 1, 1, 2, 0, 1, 3, 0, 3, 4, 4, 1, 5, 4, 3, 0, 6, 0, 3, 4, 4, 6, 4, 0, 7, 4, 3, 1, 1, 6, 4, 4, 6, 0, 4, 6, 4, 1, 4, 3, 5, 6, 4, 4, 3, 4, 5, 0, 1, 0, 3, 1, 0, 1, 1, 4, 6, 0, 1, 6, 4, 4]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 5], [5, 6], [6, 7], [6, 8], [6, 14], [8, 9], [8, 10], [8, 11], [11, 12], [12, 13], [14, 15], [14, 16], [14, 24], [16, 17], [16, 18], [18, 19], [18, 20], [18, 21], [21, 22], [21, 23], [24, 25], [24, 26], [24, 39], [26, 27], [26, 32], [26, 35], [27, 28], [28, 29], [29, 30], [29, 31], [32, 33], [32, 34], [35, 36], [35, 37], [37, 38], [39, 40], [39, 44], [39, 50], [40, 41], [41, 42], [41, 43], [44, 45], [44, 46], [44, 48], [46, 47], [48, 49], [50, 51], [50, 53], [50, 56], [51, 52], [53, 54], [54, 55], [56, 57], [56, 58], [58, 59], [59, 60], [59, 61]]",,,random,0.925026,10.463930348258708,4.7885274763478866e-11,2.03639944783312,0.2006991859284375,1.1298885430271957,1.3557255646293955,1
